"dateTime","WaterTemp_C","Discharge_m3s","DO_mgL","DOsat_pct","Light_PAR"
2016-01-27 16:00:00,0,91.746432,14,96,NA
2016-01-27 16:30:00,0,91.746432,14.1,96,NA
2016-01-27 17:00:00,0.2,91.746432,14,96,709.9
2016-01-27 17:30:00,0.3,92.312768,14,96,682.42
2016-01-27 18:00:00,0.4,92.312768,14,97,668.91
2016-01-27 18:30:00,0.6,92.595936,14,97,743.67
2016-01-27 19:00:00,0.8,92.595936,13.9,98,860.27
2016-01-27 19:30:00,1,93.162272,13.9,98,522.64
2016-01-27 20:00:00,1.2,93.728608,13.9,98,415.53
2016-01-27 20:30:00,1.4,94.86128,13.8,99,462.49
2016-01-27 21:00:00,1.6,94.86128,13.8,99,321.35
2016-01-27 21:30:00,1.8,96.560288,13.8,100,195.12
2016-01-27 22:00:00,1.9,97.69296,13.8,100,146.86
2016-01-27 22:30:00,2,98.259296,13.8,100,101.29
2016-01-27 23:00:00,2,98.825632,13.7,99,37.42
2016-01-27 23:30:00,2,99.391968,13.7,99,3.62
2016-01-28 00:00:00,1.9,99.958304,13.7,99,0.28
2016-01-28 00:30:00,1.9,98.825632,13.6,99,0.26
2016-01-28 01:00:00,1.8,99.391968,13.7,99,0.26
2016-01-28 01:30:00,1.8,98.825632,13.6,98,0.26
2016-01-28 02:00:00,1.7,98.259296,13.6,98,0.27
2016-01-28 02:30:00,1.7,97.69296,13.6,98,0.27
2016-01-28 03:00:00,1.7,97.126624,13.6,98,0.27
2016-01-28 03:30:00,1.6,96.560288,13.6,98,0.28
2016-01-28 04:00:00,1.6,96.560288,13.6,97,0.27
2016-01-28 04:30:00,1.6,95.993952,13.6,97,0.27
2016-01-28 05:00:00,1.6,95.427616,13.5,97,0.26
2016-01-28 05:30:00,1.6,95.993952,13.5,97,0.27
2016-01-28 06:00:00,1.6,NA,13.5,97,0.27
2016-01-28 06:30:00,1.5,NA,13.5,96,0.26
2016-01-28 07:00:00,1.5,NA,13.5,96,0.26
2016-01-28 07:30:00,1.5,NA,13.5,96,0.26
2016-01-28 08:00:00,1.5,NA,13.5,96,0.26
2016-01-28 08:30:00,1.5,NA,13.4,96,0.25
2016-01-28 09:00:00,1.5,NA,13.4,96,0.26
2016-01-28 09:30:00,1.4,NA,13.4,96,0.25
2016-01-28 10:00:00,1.4,NA,13.5,96,0.26
2016-01-28 10:30:00,1.3,NA,13.5,96,0.27
2016-01-28 11:00:00,1.2,NA,13.5,96,0.26
2016-01-28 11:30:00,1.2,NA,13.5,96,0.25
2016-01-28 12:00:00,1.1,NA,13.6,96,NA
2016-01-28 12:30:00,0.9,NA,13.6,95,0.26
2016-01-28 13:00:00,0.8,NA,13.6,95,1.54
2016-01-28 13:30:00,0.7,NA,13.6,95,17.59
2016-01-28 14:00:00,0.6,NA,13.7,95,50.88
2016-01-28 14:30:00,0.6,NA,13.7,95,58.09
2016-01-28 15:00:00,0.6,NA,13.7,95,207.64
2016-01-28 15:30:00,0.6,NA,13.8,96,294.31
2016-01-28 20:00:00,2.2,NA,13.7,100,540.77
2016-01-28 20:30:00,2.5,NA,13.7,100,549.43
2016-01-28 21:00:00,2.6,NA,13.6,100,239.88
2016-01-28 21:30:00,2.8,NA,13.6,100,175.19
2016-01-28 22:00:00,NA,NA,NA,NA,157.13
2016-01-28 22:30:00,NA,NA,NA,NA,95.89
2016-01-28 23:00:00,3,NA,13.4,100,26.83
2016-01-28 23:30:00,3,NA,13.4,100,3.54
2016-01-29 00:00:00,3,NA,13.3,99,0.3
2016-01-29 00:30:00,3,NA,13.3,99,0.27
2016-01-29 01:00:00,2.9,NA,13.3,99,0.27
2016-01-29 01:30:00,2.9,NA,13.3,98,0.27
2016-01-29 02:00:00,2.8,NA,13.3,98,0.28
2016-01-29 02:30:00,2.7,NA,13.2,98,0.27
2016-01-29 03:00:00,2.7,NA,13.2,98,0.27
2016-01-29 03:30:00,2.6,NA,13.2,97,0.27
2016-01-29 04:00:00,2.6,NA,13.2,97,0.26
2016-01-29 04:30:00,2.5,NA,13.2,97,0.26
2016-01-29 05:00:00,2.5,NA,13.2,97,0.28
2016-01-29 05:30:00,2.4,NA,13.2,97,0.26
2016-01-29 06:00:00,2.4,97.69296,13.2,97,0.26
2016-01-29 06:30:00,2.4,97.69296,13.2,97,0.25
2016-01-29 07:00:00,2.3,97.126624,13.2,97,0.26
2016-01-29 07:30:00,2.3,97.69296,13.2,97,0.27
2016-01-29 08:00:00,2.2,97.126624,13.3,97,0.26
2016-01-29 08:30:00,2.1,96.560288,13.3,97,0.25
2016-01-29 09:00:00,2.1,95.993952,13.3,97,0.24
2016-01-29 09:30:00,2,95.993952,13.3,97,0.24
2016-01-29 10:00:00,1.9,94.86128,13.4,97,0.25
2016-01-29 10:30:00,1.8,94.294944,13.4,96,0.25
2016-01-29 11:00:00,1.8,94.294944,13.4,96,0.25
2016-01-29 11:30:00,1.7,94.294944,13.4,96,0.24
2016-01-29 12:00:00,1.6,93.162272,13.4,96,0.24
2016-01-29 12:30:00,1.5,92.595936,13.4,95,0.25
2016-01-29 13:00:00,1.4,92.595936,13.4,95,1.68
2016-01-29 13:30:00,1.3,92.595936,13.4,95,18.69
2016-01-29 14:00:00,1.2,92.595936,13.4,95,53.66
2016-01-29 14:30:00,1.2,92.312768,13.4,95,64.63
2016-01-29 15:00:00,1.2,91.746432,13.4,95,205.24
2016-01-29 15:30:00,1.2,90.61376,13.4,95,296.11
2016-01-29 16:00:00,1.3,89.481088,13.5,96,586.88
2016-01-29 16:30:00,1.4,89.481088,13.4,96,308.79
2016-01-29 17:00:00,1.6,89.481088,13.5,97,774.11
2016-01-29 17:30:00,1.8,88.914752,13.4,97,655.74
2016-01-29 18:00:00,2.1,88.914752,13.4,98,808.53
2016-01-29 18:30:00,2.4,87.78208,13.4,98,871.17
2016-01-29 19:00:00,2.7,88.348416,13.4,99,895
2016-01-29 19:30:00,NA,87.215744,NA,NA,555.38
2016-01-29 20:00:00,NA,87.78208,NA,NA,546.27
2016-01-29 20:30:00,3.6,87.215744,13.2,100,533.4
2016-01-29 21:00:00,3.9,87.215744,13.2,101,236.18
2016-01-29 21:30:00,4.1,86.932576,13.1,101,162.25
2016-01-29 22:00:00,4.3,86.36624,13.1,101,158.17
2016-01-29 22:30:00,4.4,85.799904,13,101,105.61
2016-01-29 23:00:00,4.5,86.36624,13,101,21.13
2016-01-29 23:30:00,4.6,85.799904,13,101,3.62
2016-01-30 00:00:00,4.7,85.799904,12.9,100,0.32
2016-01-30 00:30:00,4.7,85.799904,12.9,100,0.28
2016-01-30 01:00:00,4.7,85.233568,12.8,100,0.26
2016-01-30 01:30:00,4.6,84.667232,12.8,100,0.27
2016-01-30 02:00:00,4.6,85.233568,12.8,99,0.28
2016-01-30 02:30:00,4.5,84.667232,12.8,99,0.28
2016-01-30 03:00:00,4.4,84.100896,12.7,98,0.29
2016-01-30 03:30:00,4.3,84.667232,12.7,98,0.28
2016-01-30 04:00:00,4.3,84.667232,12.7,98,0.27
2016-01-30 04:30:00,4.2,84.100896,12.7,98,0.28
2016-01-30 05:00:00,4.2,85.233568,12.7,98,0.27
2016-01-30 05:30:00,4.2,85.233568,12.7,97,0.27
2016-01-30 06:00:00,4.1,84.667232,12.7,97,0.28
2016-01-30 06:30:00,4,83.251392,12.6,97,0.27
2016-01-30 07:00:00,4,84.667232,12.6,97,0.26
2016-01-30 07:30:00,3.9,84.100896,12.7,97,0.26
2016-01-30 08:00:00,3.8,84.667232,12.7,96,0.28
2016-01-30 08:30:00,3.8,84.667232,12.7,96,0.27
2016-01-30 09:00:00,3.7,84.667232,12.7,96,0.27
2016-01-30 09:30:00,3.6,85.233568,12.7,96,0.27
2016-01-30 10:00:00,3.5,84.667232,12.7,96,0.26
2016-01-30 10:30:00,3.4,84.667232,12.7,96,0.25
2016-01-30 11:00:00,3.3,85.233568,12.7,96,0.28
2016-01-30 11:30:00,3.2,85.233568,12.8,96,0.25
2016-01-30 12:00:00,3.1,85.233568,12.8,96,0.27
2016-01-30 12:30:00,3,85.233568,12.8,95,0.26
2016-01-30 13:00:00,2.9,84.667232,12.8,95,1.54
2016-01-30 13:30:00,2.8,85.233568,12.8,95,17.99
2016-01-30 14:00:00,2.6,84.667232,12.9,95,67.41
2016-01-30 14:30:00,2.5,84.667232,12.9,95,NA
2016-01-30 15:00:00,2.5,84.667232,13,95,151.71
2016-01-30 15:30:00,2.5,85.233568,13,95,207.98
2016-01-30 16:00:00,2.4,85.233568,13,96,380.77
2016-01-30 16:30:00,2.5,84.667232,13,96,293.97
2016-01-30 17:00:00,2.6,84.667232,13,96,349.22
2016-01-30 17:30:00,2.7,84.100896,13,96,559.02
2016-01-30 18:00:00,2.8,84.100896,13.1,97,649.19
2016-01-30 18:30:00,3,84.100896,13,97,849.15
2016-01-30 19:00:00,3.2,84.100896,13,98,675.01
2016-01-30 19:30:00,3.4,84.667232,13,98,589.21
2016-01-30 20:00:00,3.7,83.817728,13,99,517.81
2016-01-30 20:30:00,3.9,83.251392,13,99,366.21
2016-01-30 21:00:00,4.2,83.817728,12.9,99,204.41
2016-01-30 21:30:00,4.3,82.685056,12.9,100,168.05
2016-01-30 22:00:00,4.5,83.251392,12.8,100,106.88
2016-01-30 22:30:00,4.7,82.685056,12.8,100,74.6
2016-01-30 23:00:00,4.8,83.251392,12.8,100,31.25
2016-01-30 23:30:00,4.8,83.251392,12.7,99,3.33
2016-01-31 00:00:00,4.9,82.685056,12.7,99,0.29
2016-01-31 00:30:00,4.9,82.685056,12.6,99,0.26
2016-01-31 01:00:00,4.9,82.685056,12.6,98,0.27
2016-01-31 01:30:00,4.9,82.11872,12.5,98,0.27
2016-01-31 02:00:00,4.9,82.11872,12.5,98,0.26
2016-01-31 02:30:00,4.9,82.11872,12.5,98,0.24
2016-01-31 03:00:00,4.9,82.685056,12.4,97,0.25
2016-01-31 03:30:00,5,82.11872,12.4,97,0.25
2016-01-31 04:00:00,5,82.11872,12.3,97,0.26
2016-01-31 04:30:00,5,82.11872,12.3,97,0.25
2016-01-31 05:00:00,5,81.552384,12.3,96,0.25
2016-01-31 05:30:00,5,81.552384,12.3,96,0.25
2016-01-31 06:00:00,5,NA,12.2,96,0.25
2016-01-31 06:30:00,5,NA,12.2,96,0.26
2016-01-31 07:00:00,5.1,NA,12.2,96,0.27
2016-01-31 07:30:00,5.1,NA,12.2,96,0.26
2016-01-31 08:00:00,5.1,NA,12.2,96,0.26
2016-01-31 08:30:00,5.1,NA,12.1,96,0.29
2016-01-31 09:00:00,5,NA,12.1,95,0.27
2016-01-31 09:30:00,5,NA,12.1,95,0.25
2016-01-31 10:00:00,5,NA,12.1,95,0.27
2016-01-31 10:30:00,5,NA,12.1,95,0.27
2016-01-31 11:00:00,4.9,NA,12.1,95,0.27
2016-01-31 11:30:00,4.9,NA,12.1,95,0.26
2016-01-31 12:00:00,4.8,NA,12.1,95,0.25
2016-01-31 12:30:00,4.7,NA,12.1,94,0.25
2016-01-31 13:00:00,4.7,NA,12.1,94,1.59
2016-01-31 13:30:00,4.6,NA,12.2,94,19.41
2016-01-31 14:00:00,4.5,NA,12.2,94,61.71
2016-01-31 14:30:00,4.5,NA,12.2,94,93.74
2016-01-31 15:00:00,4.4,NA,12.2,95,178.58
2016-01-31 15:30:00,4.4,NA,12.3,95,325.99
2016-01-31 16:00:00,4.4,NA,12.3,95,537.18
2016-01-31 16:30:00,4.5,NA,12.3,96,361.3
2016-01-31 17:00:00,4.7,NA,12.4,96,559.5
2016-01-31 17:30:00,4.8,NA,12.4,97,436.58
2016-01-31 18:00:00,5,NA,12.4,98,529.16
2016-01-31 18:30:00,5.2,NA,12.4,98,653.14
2016-01-31 19:00:00,5.4,NA,12.4,99,719.59
2016-01-31 19:30:00,5.6,NA,12.5,99,514.73
2016-01-31 20:00:00,5.8,NA,12.4,100,527.98
2016-01-31 20:30:00,6,NA,12.4,100,364.61
2016-01-31 21:00:00,6.2,NA,12.4,101,276.9
2016-01-31 21:30:00,6.3,NA,12.4,101,286.07
2016-01-31 22:00:00,6.4,NA,12.4,101,179.19
2016-01-31 22:30:00,6.5,NA,12.4,101,128.01
2016-01-31 23:00:00,6.5,NA,12.4,101,29.6
2016-01-31 23:30:00,6.5,NA,12.3,101,4.37
2016-01-31 23:30:00,6.5,NA,12.3,101,4.37
2016-02-01 00:00:00,6.5,NA,12.3,100,0.31
2016-02-01 00:30:00,6.5,NA,12.3,100,0.28
2016-02-01 01:00:00,6.5,NA,12.2,100,0.27
2016-02-01 01:30:00,6.4,NA,12.2,99,NA
2016-02-01 02:00:00,6.4,NA,12.2,99,0.26
2016-02-01 02:30:00,6.3,NA,12.2,99,0.26
2016-02-01 03:00:00,6.3,NA,12.1,98,0.26
2016-02-01 03:30:00,6.2,NA,12.1,98,0.26
2016-02-01 04:00:00,6.2,NA,12.1,98,0.26
2016-02-01 04:30:00,6.2,NA,12.1,98,0.27
2016-02-01 05:00:00,6.2,NA,12,97,0.26
2016-02-01 05:30:00,6.2,NA,12,97,0.27
2016-02-01 06:00:00,6.1,NA,12,97,0.26
2016-02-01 06:30:00,6.1,NA,12,97,0.26
2016-02-01 07:00:00,6.1,NA,12,97,0.26
2016-02-01 07:30:00,6.1,NA,12,97,0.26
2016-02-01 08:00:00,6.1,NA,12,96,0.27
2016-02-01 08:30:00,6.1,NA,11.9,96,0.28
2016-02-01 09:00:00,6.1,NA,11.9,96,0.27
2016-02-01 09:30:00,6,NA,11.9,96,0.26
2016-02-01 10:00:00,6,NA,11.9,96,0.26
2016-02-01 10:30:00,6,NA,11.9,96,0.25
2016-02-01 11:00:00,5.9,NA,11.9,96,0.26
2016-02-01 11:30:00,5.9,NA,11.9,96,0.26
2016-02-01 12:00:00,5.8,NA,11.9,96,0.26
2016-02-01 12:30:00,5.7,NA,11.9,96,0.27
2016-02-01 13:00:00,5.6,NA,12,96,1.57
2016-02-01 13:30:00,5.6,NA,12,96,17.9
2016-02-01 14:00:00,5.5,NA,12,96,34.07
2016-02-01 14:30:00,5.4,NA,12,96,64.63
2016-02-01 15:00:00,5.3,NA,12.1,96,104.02
2016-02-01 15:30:00,5.3,NA,12.1,96,167.04
2016-02-01 16:00:00,5.3,NA,12.2,96,239.16
2016-02-01 16:30:00,5.3,NA,12.2,96,336.99
2016-02-01 17:00:00,5.4,NA,12.2,97,358.91
2016-02-01 17:30:00,5.4,NA,12.3,98,368.8
2016-02-01 18:00:00,5.5,NA,12.3,98,407.17
2016-02-01 18:30:00,5.7,NA,12.3,99,320.07
2016-02-01 19:00:00,5.8,NA,12.4,99,538.69
2016-02-01 19:30:00,6,NA,12.4,100,378.52
2016-02-01 20:00:00,6.2,NA,12.4,100,434.71
2016-02-01 20:30:00,6.3,NA,12.4,101,272.78
2016-02-01 21:00:00,6.4,NA,12.4,101,272.1
2016-02-01 21:30:00,6.6,NA,12.4,101,189.43
2016-02-01 22:00:00,6.6,NA,12.4,101,126.22
2016-02-01 22:30:00,6.7,NA,12.4,102,91.87
2016-02-01 23:00:00,6.7,NA,12.4,101,23.98
2016-02-01 23:30:00,6.7,NA,12.3,101,4.06
2016-02-02 00:00:00,6.7,NA,12.3,101,0.29
2016-02-02 00:30:00,6.7,NA,12.2,100,0.26
2016-02-02 01:00:00,6.6,NA,12.2,100,NA
2016-02-02 01:30:00,6.6,NA,12.2,100,0.25
2016-02-02 02:00:00,6.6,NA,12.2,99,0.26
2016-02-02 02:30:00,6.5,NA,12.1,99,0.27
2016-02-02 03:00:00,6.5,NA,12.1,99,0.25
2016-02-02 03:30:00,6.5,NA,12.1,98,0.26
2016-02-02 04:00:00,6.5,NA,12,98,0.24
2016-02-02 04:30:00,6.4,NA,12,98,0.24
2016-02-02 05:00:00,6.4,NA,12,98,0.24
2016-02-02 05:30:00,6.4,NA,12,97,0.24
2016-02-02 06:00:00,6.4,NA,11.9,97,0.24
2016-02-02 06:30:00,6.3,NA,11.9,97,0.25
2016-02-02 07:00:00,6.3,NA,11.9,97,0.24
2016-02-02 07:30:00,6.3,NA,11.9,97,0.25
2016-02-02 12:00:00,6,NA,11.8,95,0.23
2016-02-02 12:30:00,6,NA,11.9,95,0.24
2016-02-02 13:00:00,5.9,NA,11.9,95,2.07
2016-02-02 13:30:00,5.9,NA,11.9,95,21.48
2016-02-02 14:00:00,5.8,NA,11.9,95,68.26
2016-02-02 14:30:00,5.8,NA,11.9,95,62.59
2016-02-02 15:00:00,5.8,NA,11.9,96,147.1
2016-02-02 15:30:00,5.8,NA,12,96,208.09
2016-02-02 16:00:00,5.9,NA,12,96,475.17
2016-02-02 16:30:00,6,NA,12.1,97,335.69
2016-02-02 17:00:00,6.2,NA,12.1,98,476.24
2016-02-02 17:30:00,6.4,NA,12.1,99,517.95
2016-02-02 18:00:00,6.6,NA,12.2,99,NA
2016-02-02 18:30:00,6.8,NA,12.2,100,721.31
2016-02-02 19:00:00,7,NA,12.2,101,761.83
2016-02-02 19:30:00,7.3,NA,12.2,102,496.47
2016-02-02 20:00:00,7.5,NA,12.2,102,223.61
2016-02-02 20:30:00,7.7,NA,12.2,102,218.33
2016-02-02 21:00:00,7.8,NA,12.2,103,258.7
2016-02-02 21:30:00,7.9,NA,12.2,103,186.27
2016-02-02 22:00:00,8,NA,12.1,103,53.81
2016-02-02 22:30:00,8,NA,12.1,103,32.7
2016-02-02 23:00:00,8,NA,12.1,102,12.84
2016-02-02 23:30:00,7.9,NA,12,101,2.74
2016-02-03 00:00:00,7.9,NA,12,101,0.28
2016-02-03 00:30:00,7.8,NA,11.9,100,0.26
2016-02-03 01:00:00,7.7,NA,11.9,100,0.25
2016-02-03 01:30:00,7.5,NA,11.8,99,0.26
2016-02-03 02:00:00,7.4,NA,11.8,98,0.26
2016-02-03 02:30:00,7.3,NA,11.8,98,0.25
2016-02-03 03:00:00,7.2,NA,11.8,98,0.25
2016-02-03 03:30:00,7.1,NA,11.7,97,0.24
2016-02-03 04:00:00,7,NA,11.7,97,0.25
2016-02-03 04:30:00,6.9,NA,11.7,96,0.24
2016-02-03 05:00:00,6.8,NA,11.7,96,0.24
2016-02-03 05:30:00,6.7,NA,11.7,96,0.26
2016-02-03 06:00:00,6.6,NA,11.7,96,0.26
2016-02-03 06:30:00,6.5,NA,11.7,95,0.26
2016-02-03 07:00:00,6.4,NA,11.7,95,0.25
2016-02-03 07:30:00,6.3,NA,11.7,95,0.25
2016-02-03 08:00:00,6.2,NA,11.7,95,0.26
2016-02-03 08:30:00,6.1,NA,11.8,95,0.25
2016-02-03 09:00:00,6,NA,11.8,95,0.25
2016-02-03 09:30:00,5.9,NA,11.8,95,0.25
2016-02-03 10:00:00,5.8,NA,11.8,95,0.25
2016-02-03 10:30:00,5.6,NA,11.9,95,0.25
2016-02-03 11:00:00,5.5,NA,11.9,94,0.25
2016-02-03 11:30:00,5.3,NA,11.9,95,0.25
2016-02-03 12:00:00,5.2,NA,11.9,94,0.25
2016-02-03 12:30:00,5.1,NA,12,94,NA
2016-02-03 13:00:00,5,NA,12,94,0.91
2016-02-03 13:30:00,4.9,NA,12,94,7.32
2016-02-03 14:00:00,4.7,NA,12.1,94,20.42
2016-02-03 14:30:00,4.6,NA,12.1,94,52.29
2016-02-03 15:00:00,4.6,NA,12.2,94,68.42
2016-02-03 15:30:00,4.5,NA,12.2,95,97.77
2016-02-03 16:00:00,4.5,NA,12.2,95,256.96
2016-02-03 16:30:00,4.5,NA,12.2,95,364.39
2016-02-03 17:00:00,4.5,NA,12.3,95,436.34
2016-02-03 17:30:00,4.6,NA,12.3,96,478.79
2016-02-03 18:00:00,4.6,NA,12.3,96,606.25
2016-02-03 18:30:00,4.7,NA,12.3,96,706.56
2016-02-03 19:00:00,4.9,NA,12.4,97,529.99
2016-02-03 19:30:00,5,NA,12.4,97,422.05
2016-02-03 20:00:00,5.1,NA,12.4,98,487.17
2016-02-03 20:30:00,NA,NA,NA,NA,310.04
2016-02-03 21:00:00,NA,NA,NA,NA,178.61
2016-02-03 21:30:00,NA,NA,NA,NA,189.83
2016-02-03 22:00:00,5.6,NA,12.4,98,146.31
2016-02-03 22:30:00,5.6,NA,12.4,99,125.02
2016-02-03 23:00:00,5.6,NA,12.4,99,37.19
2016-02-03 23:30:00,5.6,NA,12.4,99,7.06
2016-02-04 00:00:00,5.5,NA,12.4,99,0.35
2016-02-04 00:30:00,5.5,NA,12.4,98,0.24
2016-02-04 01:00:00,5.3,NA,12.4,98,0.25
2016-02-04 01:30:00,5.2,NA,12.4,98,0.26
2016-02-04 02:00:00,5.2,NA,12.4,98,0.25
2016-02-04 02:30:00,5.1,NA,12.4,97,0.26
2016-02-04 03:00:00,4.9,NA,12.4,97,0.26
2016-02-04 03:30:00,4.8,NA,12.4,97,0.26
2016-02-04 04:00:00,4.7,NA,12.4,97,0.25
2016-02-04 04:30:00,4.6,NA,12.4,96,0.26
2016-02-04 05:00:00,4.5,NA,12.4,96,0.27
2016-02-04 05:30:00,4.5,NA,12.4,96,0.26
2016-02-04 06:00:00,4.4,NA,12.4,96,0.24
2016-02-04 06:30:00,4.3,NA,12.4,96,0.24
2016-02-04 07:00:00,4.2,NA,12.5,96,0.25
2016-02-04 07:30:00,4.2,NA,12.5,96,0.25
2016-02-04 08:00:00,4,NA,12.5,96,0.24
2016-02-04 08:30:00,3.9,NA,12.5,95,0.25
2016-02-04 09:00:00,3.8,NA,12.5,95,0.26
2016-02-04 09:30:00,3.8,NA,12.5,95,0.25
2016-02-04 10:00:00,3.6,NA,12.5,95,0.25
2016-02-04 10:30:00,3.5,NA,12.6,95,0.24
2016-02-04 11:00:00,3.4,NA,12.6,95,0.25
2016-02-04 11:30:00,3.3,NA,12.6,95,0.25
2016-02-04 12:00:00,3.2,NA,12.6,94,0.24
2016-02-04 12:30:00,3.1,NA,12.6,94,0.25
2016-02-04 13:00:00,3,NA,12.7,94,2.93
2016-02-04 13:30:00,2.8,NA,12.7,94,23.58
2016-02-04 14:00:00,2.8,NA,12.7,94,73.4
2016-02-04 14:30:00,2.7,NA,12.8,94,78.66
2016-02-04 15:00:00,2.7,NA,12.8,95,152.29
2016-02-04 15:30:00,2.8,NA,12.8,95,285.38
2016-02-04 16:00:00,2.8,NA,12.9,96,321.91
2016-02-04 16:30:00,3,NA,12.9,96,384.88
2016-02-04 17:00:00,3.1,NA,12.9,97,435.68
2016-02-04 17:30:00,3.4,NA,13,98,612.68
2016-02-04 18:00:00,3.6,NA,13,98,626.42
2016-02-04 18:30:00,3.8,NA,13,99,830.06
2016-02-04 19:00:00,4.1,NA,13,100,638.57
2016-02-04 19:30:00,4.3,NA,13,100,504.41
2016-02-04 20:00:00,4.5,NA,13,101,636.8
2016-02-04 20:30:00,4.7,NA,13,102,529.28
2016-02-04 21:00:00,4.9,NA,13,102,185.25
2016-02-04 21:30:00,5,NA,13,102,236.38
2016-02-04 22:00:00,5.1,NA,13,103,219.86
2016-02-04 22:30:00,5.1,NA,13,103,156.67
2016-02-04 23:00:00,5.1,NA,13,102,39.13
2016-02-04 23:30:00,5,NA,13,102,7.51
2016-02-05 00:00:00,5,NA,13,102,0.35
2016-02-05 00:30:00,4.9,NA,13,102,0.27
2016-02-05 01:00:00,4.8,NA,13,101,0.27
2016-02-05 01:30:00,4.6,NA,12.9,101,0.27
2016-02-05 02:00:00,4.5,NA,12.9,100,0.27
2016-02-05 02:30:00,4.4,NA,12.9,100,0.27
2016-02-05 03:00:00,4.2,NA,12.9,100,0.27
2016-02-05 03:30:00,4.1,NA,12.9,99,0.26
2016-02-05 04:00:00,4,NA,12.9,99,0.27
2016-02-05 04:30:00,3.9,NA,12.9,98,0.25
2016-02-05 05:00:00,3.8,NA,12.9,98,0.23
2016-02-05 05:30:00,3.7,NA,12.9,98,0.26
2016-02-05 06:00:00,3.6,NA,12.9,98,0.25
2016-02-05 06:30:00,3.5,NA,12.9,98,0.25
2016-02-05 07:00:00,3.4,NA,12.9,97,0.25
2016-02-05 07:30:00,3.3,NA,13,97,NA
2016-02-05 08:00:00,3.2,NA,13,97,NA
2016-02-05 08:30:00,3,NA,13,97,0.24
2016-02-05 09:00:00,2.9,NA,13.1,97,0.24
2016-02-05 09:30:00,2.8,NA,13.1,97,0.25
2016-02-05 10:00:00,2.7,NA,13.1,97,0.25
2016-02-05 10:30:00,2.6,NA,13.2,97,0.25
2016-02-05 11:00:00,2.5,NA,13.2,97,0.25
2016-02-05 11:30:00,2.4,NA,13.2,97,0.23
2016-02-05 12:00:00,2.3,NA,13.2,97,0.25
2016-02-05 12:30:00,2.2,NA,13.3,97,0.26
2016-02-05 13:00:00,2.2,NA,13.3,97,2.29
2016-02-05 13:30:00,2.1,NA,13.3,97,22.74
2016-02-05 14:00:00,2.1,NA,13.3,97,69.69
2016-02-05 14:30:00,2.1,NA,13.3,97,129.72
2016-02-05 15:00:00,2.2,NA,13.3,97,162.31
2016-02-05 15:30:00,2.2,NA,13.4,98,213.29
2016-02-05 16:00:00,NA,NA,NA,NA,243.37
2016-02-05 16:30:00,2.4,NA,13.3,98,244.85
2016-02-05 17:00:00,2.5,NA,13.3,98,358.03
2016-02-05 17:30:00,2.7,NA,13.3,98,316.34
2016-02-05 18:00:00,2.8,NA,13.4,99,479.14
2016-02-05 18:30:00,3,NA,13.3,99,802.02
2016-02-05 19:00:00,3.2,NA,13.3,100,560.42
2016-02-05 19:30:00,3.5,NA,13.3,100,550.06
2016-02-05 20:00:00,3.7,NA,13.3,101,464.63
2016-02-05 20:30:00,3.9,NA,13.3,101,284.23
2016-02-05 21:00:00,4.1,NA,13.3,102,181.89
2016-02-05 21:30:00,4.2,NA,13.2,102,108.07
2016-02-05 22:00:00,4.4,NA,13.2,102,86.76
2016-02-05 22:30:00,4.4,NA,13.2,102,58.85
2016-02-05 23:00:00,4.4,NA,13.2,102,42.09
2016-02-05 23:30:00,4.4,NA,13.2,102,6.31
2016-02-06 00:00:00,4.3,NA,13.1,101,0.38
2016-02-06 00:30:00,4.3,NA,13.1,101,0.28
2016-02-06 01:00:00,4.2,NA,13.1,101,0.27
2016-02-06 01:30:00,4.1,NA,13.1,101,0.25
2016-02-06 02:00:00,4,NA,13.1,100,0.25
2016-02-06 02:30:00,3.9,NA,13.1,100,0.26
2016-02-06 03:00:00,3.8,NA,13.1,100,0.26
2016-02-06 03:30:00,3.7,NA,13.1,100,0.25
2016-02-06 04:00:00,3.6,NA,13.1,100,0.25
2016-02-06 04:30:00,3.6,NA,13.1,99,0.25
2016-02-06 05:00:00,3.5,NA,13.2,99,0.26
2016-02-06 05:30:00,3.5,NA,13.2,99,NA
2016-02-06 06:00:00,3.4,NA,13.2,99,0.26
2016-02-06 06:30:00,3.4,NA,13.2,99,0.27
2016-02-06 07:00:00,3.3,NA,13.2,99,0.28
2016-02-06 07:30:00,3.2,NA,13.2,99,0.27
2016-02-06 08:00:00,3.1,NA,13.2,99,0.24
2016-02-06 08:30:00,3.1,NA,13.2,98,0.25
2016-02-06 09:00:00,3,NA,13.2,98,0.26
2016-02-06 09:30:00,2.8,NA,13.2,98,0.26
2016-02-06 10:00:00,2.7,NA,13.2,98,0.26
2016-02-06 10:30:00,2.6,NA,13.3,98,0.26
2016-02-06 11:00:00,2.5,NA,13.3,98,0.26
2016-02-06 11:30:00,2.4,NA,13.3,98,0.25
2016-02-06 12:00:00,2.3,NA,13.3,97,0.26
2016-02-06 12:30:00,2.3,NA,13.3,97,0.28
2016-02-06 13:00:00,2.2,NA,13.4,97,3.46
2016-02-06 13:30:00,2.1,NA,13.4,97,25.27
2016-02-06 14:00:00,2.1,NA,13.4,97,77.18
2016-02-06 14:30:00,2.1,NA,13.4,97,89.95
2016-02-06 15:00:00,2.1,NA,13.4,97,163.46
2016-02-06 15:30:00,2.2,NA,13.4,98,327.32
