"date","GPP","GPP.lower","GPP.upper","ER","ER.lower","ER.upper","msgs.fit","warnings","errors"
2016-12-31,NA,NA,NA,NA,NA,NA,"w     E","",""
2017-01-01,-0.0971083736700906,-2.3285273331843,2.0695025111779,-12.5921089506122,-24.5465915852842,-3.77952421129047,"w      ","",""
2017-01-02,0.054364381988229,-2.25061288219463,2.42782414943174,-13.704732537468,-26.277426261511,-4.20436927465834,"w      ","",""
2017-01-03,-0.119248149914465,-2.29021497168472,2.0665988786263,-12.6854121670698,-24.3720819945029,-2.93159532474266,"w      ","",""
2017-01-04,-0.116402671675334,-2.32677180030538,2.1565048380743,-10.78657448898,-22.0668623774178,-1.77235000728065,"w      ","",""
2017-01-05,-0.0503930519544037,-2.22821773866609,2.28072953792629,-12.1640227266009,-23.8080515434933,-3.2373179615262,"w      ","",""
2017-01-06,-0.111757112353322,-2.37784539795655,2.11595033998279,-12.0821703147375,-23.7167538997315,-3.59177194747466,"w      ","",""
2017-01-07,-0.0797026044782066,-2.23486469172023,2.2154460224969,-13.0790663804525,-25.3152389484015,-3.6301379294953,"w      ","",""
2017-01-08,-0.425023768343386,-2.83305105421107,1.84683244152084,-12.5028556614549,-25.6788960343608,-2.81218138969084,"w      ","",""
2017-01-09,-0.0403627653043937,-2.26863221108173,2.11668435738058,-13.609845995789,-25.7361834787065,-3.86679821763887,"w      ","",""
2017-01-10,0.454448824051151,-1.71312184425023,2.54870481229645,-13.4361526638548,-25.9356012746852,-3.92014643660825,"w      ","",""
2017-01-11,0.720304225972917,-1.43303347602008,2.78060406294207,-13.9306599714301,-26.372067413739,-4.03189834210818,"w      ","",""
2017-01-12,0.165832231896459,-2.04409952029947,2.472554909875,-8.78459733855149,-18.5798745496791,-1.22859028135904,"w      ","",""
2017-01-13,0.742673543191178,-1.44987277956724,2.8151480748279,-12.5428325565765,-23.9257120826079,-3.42330314937556,"w      ","",""
2017-01-14,0.604284085635322,-1.63594840233613,2.95526298195673,-12.0929971489923,-23.8257593738993,-3.15862361259582,"w      ","",""
2017-01-15,0.419163879682549,-1.81070944915303,2.77894315835453,-13.1831617180535,-24.9515758556865,-3.84925918979162,"w      ","",""
2017-01-16,0.322491658115439,-1.93656828401377,2.5409115945332,-14.0054762177079,-25.3773043747893,-4.19368357332059,"w      ","",""
2017-01-17,-0.0606623999507717,-2.21991645855975,2.18244066025784,-13.4568977620339,-25.6051379867716,-4.09556827886014,"w      ","",""
2017-01-18,0.490464224720841,-1.7834417300524,2.67605663284074,-13.4952764458993,-24.4767550286012,-3.63105390187584,"w      ","",""
2017-01-19,-0.649132734179652,-2.84448773839824,1.63104768624816,-13.135977164826,-24.4958273217329,-4.39468540158752,"w      ","",""
2017-01-20,0.0573527776394626,-2.11934676278028,2.34837831921543,-13.6018380239286,-24.9893345511211,-4.9024461883637,"w      ","",""
2017-01-21,0.157336101911435,-2.13136832977168,2.4389555648895,-13.9705037642523,-26.2574322841046,-4.87233303715452,"w      ","",""
2017-01-22,NA,NA,NA,NA,NA,NA,"w     E","",""
2017-01-23,NA,NA,NA,NA,NA,NA,"w     E","",""
2017-01-24,-0.00903483753799446,-2.26227377850478,2.35844793536468,-13.7921116583143,-25.2993230394803,-4.6936780814438,"w      ","",""
2017-01-25,-0.0178431847800677,-2.31432623565337,2.25736124545371,-13.3932903981828,-24.6908356837134,-3.74150212756906,"w      ","",""
2017-01-26,-1.13240787024264,-3.4232671280832,1.17614593439339,-11.0077028946239,-22.3246158857307,-1.43561183733949,"w      ","",""
2017-01-27,0.123853930561943,-2.06684584932415,2.37823343035049,-11.5821559277651,-23.3025278208241,-2.79085343030805,"w      ","",""
2017-01-28,-0.035407768712882,-2.34791957901115,2.27532209424698,-12.3683651718684,-23.1157615923725,-3.13907021839597,"w      ","",""
2017-01-29,-0.0336975002612485,-2.37480231298166,2.31772435092551,-10.8954655156551,-22.659312989592,-2.73530751983015,"w      ","",""
2017-01-30,-0.0233237992540522,-2.3201514435233,2.27239605491983,-12.2117147734098,-23.6287962773864,-3.56707765105654,"w      ","",""
2017-01-31,0.525572497746934,-1.97060820146296,3.02682526965843,-10.4654723830427,-20.6410844837684,-2.50356238145021,"w      ","",""
2017-02-01,1.31725029460824,-1.21017290845925,3.72977634703753,-7.90867789022136,-16.0144736658951,-1.28454490506228,"w      ","",""
2017-02-02,0.7373042389751,-1.56147681496676,3.11762722940108,-7.06417193466825,-15.0157396490184,-1.00913184169145,"w      ","",""
2017-02-03,0.544556936242762,-1.99304058805777,2.96736386530877,-7.30670046518765,-15.5515962888787,-1.45109174969437,"w      ","",""
2017-02-04,0.21134655051631,-2.08242696924902,2.49378482531046,-12.7203459043239,-24.7607805216663,-3.74979867265455,"w      ","",""
2017-02-05,0.643912853075407,-1.65777078028509,2.98061430111796,-10.4811411146872,-21.4647133808018,-3.07656364704763,"w      ","",""
2017-02-06,1.29078226013249,-1.13818778576061,3.75868255278407,-7.5929187565839,-15.1458452201414,-1.20507326567738,"w      ","",""
2017-02-07,0.393413317011795,-2.08295742173315,2.68585298772324,-14.0483436089794,-26.6042857888945,-3.95844363180686,"w      ","",""
2017-02-08,0.208681373907399,-2.38791529229361,2.78850949626434,-10.1279530924227,-20.5571935813488,-1.96527506407504,"w      ","",""
2017-02-09,1.47074479790803,-0.857695020604268,3.79049962070073,-4.30702976374812,-9.93639436016245,0.476301067251461,"w      ","",""
2017-02-10,1.35493581934133,-0.947576875298955,3.70837745681229,-3.81814061740265,-8.19133075983973,0.237970473058532,"w      ","",""
