site_no,dateTime,tz_cd,Discharge_ft3s,WaterTemp_C,DOsat_pct,DO_mgL
5420500,1/1/2017 0:00,CST,73200,1.3,90,13.1
5420500,1/1/2017 0:15,CST,73000,1.3,90,13.1
5420500,1/1/2017 0:30,CST,73000,1.3,90,13.1
5420500,1/1/2017 0:45,CST,73150,1.3,90,13.1
5420500,1/1/2017 1:00,CST,73300,1.3,90,13.1
5420500,1/1/2017 1:15,CST,73200,1.3,90,13.1
5420500,1/1/2017 1:30,CST,73300,1.3,90,13.1
5420500,1/1/2017 1:45,CST,73150,1.3,90,13.1
5420500,1/1/2017 2:00,CST,73600,1.3,90,13.1
5420500,1/1/2017 2:15,CST,73600,1.3,90,13.1
5420500,1/1/2017 2:30,CST,73300,1.3,90,13.1
5420500,1/1/2017 2:45,CST,73350,1.3,90,13.1
5420500,1/1/2017 3:00,CST,73100,1.3,90,13.1
5420500,1/1/2017 3:15,CST,73600,1.25,90,13.1
5420500,1/1/2017 3:30,CST,73700,1.3,90,13.1
5420500,1/1/2017 3:45,CST,73800,1.2,90,13.1
5420500,1/1/2017 4:00,CST,73700,1.2,90,13.1
5420500,1/1/2017 4:15,CST,73800,1.2,90,13.1
5420500,1/1/2017 4:30,CST,73700,1.2,90,13.1
5420500,1/1/2017 4:45,CST,73800,1.2,89,13
5420500,1/1/2017 5:00,CST,73700,1.2,89,13
5420500,1/1/2017 5:15,CST,74200,1.2,89,13
5420500,1/1/2017 5:30,CST,74000,1.2,89,13
5420500,1/1/2017 5:45,CST,74400,1.2,89,13
5420500,1/1/2017 6:00,CST,74500,1.2,89,13
5420500,1/1/2017 6:15,CST,74300,1.2,89,13
5420500,1/1/2017 6:30,CST,74800,1.2,89,13
5420500,1/1/2017 6:45,CST,74200,1.2,89,13
5420500,1/1/2017 7:00,CST,74600,1.2,89,13
5420500,1/1/2017 7:15,CST,74900,1.2,89,13
5420500,1/1/2017 7:30,CST,74900,1.2,89,13
5420500,1/1/2017 7:45,CST,75150,1.2,89,13
5420500,1/1/2017 8:00,CST,74900,1.2,89,13
5420500,1/1/2017 8:15,CST,75000,1.2,89,13
5420500,1/1/2017 8:30,CST,75000,1.2,89,13
5420500,1/1/2017 8:45,CST,75350,1.2,89,13
5420500,1/1/2017 9:00,CST,75200,1.2,89,13
5420500,1/1/2017 9:15,CST,75350,1.2,89,13
5420500,1/1/2017 9:30,CST,75500,1.2,89,13
5420500,1/1/2017 9:45,CST,75400,1.2,89,13
5420500,1/1/2017 10:00,CST,75800,1.2,89,13
5420500,1/1/2017 10:15,CST,75950,1.2,89,13
5420500,1/1/2017 10:30,CST,76100,1.2,89,13
5420500,1/1/2017 10:45,CST,76000,1.2,89,13
5420500,1/1/2017 11:00,CST,76100,1.2,89,13
5420500,1/1/2017 11:15,CST,75650,1.2,90,13
5420500,1/1/2017 11:30,CST,75600,1.3,90,13
5420500,1/1/2017 11:45,CST,75750,1.25,90,13
5420500,1/1/2017 12:00,CST,75700,1.3,90,13
5420500,1/1/2017 12:15,CST,75800,1.3,90,13
5420500,1/1/2017 12:30,CST,75400,1.3,90,13
5420500,1/1/2017 12:45,CST,75250,1.3,90,13
5420500,1/1/2017 13:00,CST,75100,1.3,90,13
5420500,1/1/2017 13:15,CST,75100,1.35,90,13
5420500,1/1/2017 13:30,CST,75400,1.4,90,13
5420500,1/1/2017 13:45,CST,74950,1.4,90,13
5420500,1/1/2017 14:00,CST,74600,1.4,90,13
5420500,1/1/2017 14:15,CST,74700,1.4,90,13
5420500,1/1/2017 14:30,CST,74800,1.4,90,13
5420500,1/1/2017 14:45,CST,74600,1.4,90,13
5420500,1/1/2017 15:00,CST,74300,1.4,90,13
5420500,1/1/2017 15:15,CST,74450,1.4,90,13
5420500,1/1/2017 15:30,CST,74300,1.4,90,13
5420500,1/1/2017 15:45,CST,74400,1.4,90,13
5420500,1/1/2017 16:00,CST,74300,1.4,90,13
5420500,1/1/2017 16:15,CST,74800,1.4,90,13
5420500,1/1/2017 16:30,CST,74100,1.4,90,13
5420500,1/1/2017 16:45,CST,73800,1.4,90,13
5420500,1/1/2017 17:00,CST,74100,1.4,90,13
5420500,1/1/2017 17:15,CST,74150,1.4,90,13
5420500,1/1/2017 17:30,CST,74000,1.4,90,13
5420500,1/1/2017 17:45,CST,74450,1.4,90,13
5420500,1/1/2017 18:00,CST,73800,1.4,90,13
5420500,1/1/2017 18:15,CST,74150,1.4,90,13
5420500,1/1/2017 18:30,CST,73600,1.4,90,13
5420500,1/1/2017 18:45,CST,74050,1.4,90,13.1
5420500,1/1/2017 19:00,CST,74100,1.4,90,13
5420500,1/1/2017 19:15,CST,74200,1.4,90,13.1
5420500,1/1/2017 19:30,CST,74300,1.4,90,13.1
5420500,1/1/2017 19:45,CST,74100,1.4,90,13.1
5420500,1/1/2017 20:00,CST,74300,1.4,90,13.1
5420500,1/1/2017 20:15,CST,74200,1.4,90,13.1
5420500,1/1/2017 20:30,CST,74100,1.4,90,13.1
5420500,1/1/2017 20:45,CST,74100,1.4,90,13.1
5420500,1/1/2017 21:00,CST,74100,1.4,90,13.1
5420500,1/1/2017 21:15,CST,74200,1.4,90,13.1
5420500,1/1/2017 21:30,CST,74400,1.4,90,13.1
5420500,1/1/2017 21:45,CST,74250,1.4,90,13.1
5420500,1/1/2017 22:00,CST,74100,1.4,90,13.1
5420500,1/1/2017 22:15,CST,74050,1.35,90,13.1
5420500,1/1/2017 22:30,CST,74300,1.4,90,13.1
5420500,1/1/2017 22:45,CST,74100,1.35,90,13.1
5420500,1/1/2017 23:00,CST,74300,1.4,90,13.1
5420500,1/1/2017 23:15,CST,74200,1.3,90,13.1
5420500,1/1/2017 23:30,CST,74300,1.3,90,13.1
5420500,1/1/2017 23:45,CST,74200,1.3,90,13.1
5420500,1/2/2017 0:00,CST,74100,1.3,90,13.1
5420500,1/2/2017 0:15,CST,73950,1.3,90,13.2
5420500,1/2/2017 0:30,CST,74300,1.3,90,13.1
5420500,1/2/2017 0:45,CST,73950,1.3,90,13.1
5420500,1/2/2017 1:00,CST,74400,1.3,90,13.1
5420500,1/2/2017 1:15,CST,74100,1.3,90,13.1
5420500,1/2/2017 1:30,CST,73800,1.3,90,13.1
5420500,1/2/2017 1:45,CST,73800,1.3,90,13.1
5420500,1/2/2017 2:00,CST,73600,1.3,90,13.1
5420500,1/2/2017 2:15,CST,73800,1.3,90,13.1
5420500,1/2/2017 2:30,CST,73600,1.3,90,13.1
5420500,1/2/2017 2:45,CST,73850,1.3,90,13.1
5420500,1/2/2017 3:00,CST,73600,1.3,90,13.1
5420500,1/2/2017 3:15,CST,73900,1.25,90,13.1
5420500,1/2/2017 3:30,CST,73300,1.2,90,13.1
5420500,1/2/2017 3:45,CST,73950,1.2,90,13.1
5420500,1/2/2017 4:00,CST,73800,1.3,90,13.1
5420500,1/2/2017 4:15,CST,74100,1.2,90,13.1
5420500,1/2/2017 4:30,CST,73500,1.2,90,13.1
5420500,1/2/2017 4:45,CST,73950,1.2,90,13.1
5420500,1/2/2017 5:00,CST,73800,1.2,90,13
5420500,1/2/2017 5:15,CST,73600,1.2,90,13
5420500,1/2/2017 5:30,CST,73600,1.2,89,13
5420500,1/2/2017 5:45,CST,73900,1.2,89,13
5420500,1/2/2017 6:00,CST,74000,1.2,89,13
5420500,1/2/2017 6:15,CST,74100,1.2,89,13
5420500,1/2/2017 6:30,CST,74100,1.2,89,13
5420500,1/2/2017 6:45,CST,74100,1.2,89,13
5420500,1/2/2017 7:00,CST,73800,1.2,89,13
5420500,1/2/2017 7:15,CST,74100,1.2,89,13
5420500,1/2/2017 7:30,CST,74100,1.2,89,13
5420500,1/2/2017 7:45,CST,74100,1.2,89,13
5420500,1/2/2017 8:00,CST,74100,1.2,89,13
5420500,1/2/2017 8:15,CST,73800,1.2,89,13
5420500,1/2/2017 8:30,CST,74100,1.2,89,13
5420500,1/2/2017 8:45,CST,74250,1.2,89,13
5420500,1/2/2017 9:00,CST,74100,1.2,89,13
5420500,1/2/2017 9:15,CST,73950,1.25,89,13
5420500,1/2/2017 9:30,CST,74400,1.2,89,13
5420500,1/2/2017 9:45,CST,74000,1.3,89,13
5420500,1/2/2017 10:00,CST,74100,1.2,89,13
5420500,1/2/2017 10:15,CST,74200,1.25,89,13
5420500,1/2/2017 10:30,CST,74300,1.3,89,13
5420500,1/2/2017 10:45,CST,74200,1.3,89,13
5420500,1/2/2017 11:00,CST,74100,1.3,89,13
5420500,1/2/2017 11:15,CST,73900,1.3,89,13
5420500,1/2/2017 11:30,CST,74100,1.3,89,13
5420500,1/2/2017 11:45,CST,73950,1.3,89,13
5420500,1/2/2017 12:00,CST,73800,1.3,89,13
5420500,1/2/2017 12:15,CST,74100,1.3,89,13
5420500,1/2/2017 12:30,CST,73800,1.3,89,13
5420500,1/2/2017 12:45,CST,74000,1.3,89,13
5420500,1/2/2017 13:00,CST,74000,1.3,89,13
5420500,1/2/2017 13:15,CST,74050,1.3,89,13
5420500,1/2/2017 13:30,CST,73800,1.3,89,13
5420500,1/2/2017 13:45,CST,73950,1.3,89,13
5420500,1/2/2017 14:00,CST,73800,1.3,89,13
5420500,1/2/2017 14:15,CST,73950,1.3,89,13
5420500,1/2/2017 14:30,CST,73800,1.3,89,13
5420500,1/2/2017 14:45,CST,74200,1.3,89,13
5420500,1/2/2017 15:00,CST,73500,1.3,89,13
5420500,1/2/2017 15:15,CST,73650,1.3,89,13
5420500,1/2/2017 15:30,CST,73500,1.3,89,13
5420500,1/2/2017 15:45,CST,73650,1.3,89,13
5420500,1/2/2017 16:00,CST,73500,1.3,89,13
5420500,1/2/2017 16:15,CST,73950,1.3,89,13
5420500,1/2/2017 16:30,CST,74000,1.3,89,13
5420500,1/2/2017 16:45,CST,74050,1.3,89,13
5420500,1/2/2017 17:00,CST,74600,1.3,89,13
5420500,1/2/2017 17:15,CST,73650,1.3,89,13
5420500,1/2/2017 17:30,CST,74000,1.3,89,13
5420500,1/2/2017 17:45,CST,74100,1.3,89,13
5420500,1/2/2017 18:00,CST,73500,1.3,89,13
5420500,1/2/2017 18:15,CST,73650,1.3,89,13
5420500,1/2/2017 18:30,CST,74100,1.3,89,13
5420500,1/2/2017 18:45,CST,73500,1.3,89,13
5420500,1/2/2017 19:00,CST,73500,1.3,89,13
5420500,1/2/2017 19:15,CST,73500,1.3,89,13
5420500,1/2/2017 19:30,CST,73800,1.3,89,13
5420500,1/2/2017 19:45,CST,73800,1.3,89,13
5420500,1/2/2017 20:00,CST,73300,1.3,89,13
5420500,1/2/2017 20:15,CST,73900,1.3,89,13
5420500,1/2/2017 20:30,CST,73800,1.3,89,13
5420500,1/2/2017 20:45,CST,73650,1.3,89,13
5420500,1/2/2017 21:00,CST,73500,1.3,89,13
5420500,1/2/2017 21:15,CST,73500,1.3,89,13
5420500,1/2/2017 21:30,CST,73800,1.3,89,13
5420500,1/2/2017 21:45,CST,73550,1.3,89,13
5420500,1/2/2017 22:00,CST,73500,1.3,89,13
5420500,1/2/2017 22:15,CST,73500,1.3,89,13
5420500,1/2/2017 22:30,CST,73800,1.3,89,13
5420500,1/2/2017 22:45,CST,73650,1.3,89,13
5420500,1/2/2017 23:00,CST,73800,1.3,89,13
5420500,1/2/2017 23:15,CST,73650,1.3,89,13
5420500,1/2/2017 23:30,CST,73500,1.3,89,13
5420500,1/2/2017 23:45,CST,73600,1.3,89,13
5420500,1/3/2017 0:00,CST,73800,1.3,89,13
5420500,1/3/2017 0:15,CST,73800,1.3,89,13
5420500,1/3/2017 0:30,CST,74000,1.3,89,13
5420500,1/3/2017 0:45,CST,73650,1.3,89,13
5420500,1/3/2017 1:00,CST,73500,1.3,89,13
5420500,1/3/2017 1:15,CST,73350,1.3,89,13
5420500,1/3/2017 1:30,CST,73500,1.3,89,13
5420500,1/3/2017 1:45,CST,73800,1.3,89,13
5420500,1/3/2017 2:00,CST,73800,1.3,89,13
5420500,1/3/2017 2:15,CST,73500,1.3,89,13
5420500,1/3/2017 2:30,CST,73500,1.3,89,13
5420500,1/3/2017 2:45,CST,73500,1.3,89,13
5420500,1/3/2017 3:00,CST,73500,1.2,89,13
5420500,1/3/2017 3:15,CST,73400,1.2,89,13
5420500,1/3/2017 3:30,CST,73800,1.3,89,13
5420500,1/3/2017 3:45,CST,73750,1.3,89,13
5420500,1/3/2017 4:00,CST,73500,1.3,89,13
5420500,1/3/2017 4:15,CST,73350,1.3,89,13
5420500,1/3/2017 4:30,CST,73500,1.3,89,13
5420500,1/3/2017 4:45,CST,73650,1.3,89,13
5420500,1/3/2017 5:00,CST,73300,1.3,89,13
5420500,1/3/2017 5:15,CST,73650,1.3,89,13
5420500,1/3/2017 5:30,CST,73000,1.3,89,13
5420500,1/3/2017 5:45,CST,73550,1.3,89,13
5420500,1/3/2017 6:00,CST,73500,1.3,89,13
5420500,1/3/2017 6:15,CST,73500,1.3,89,13
5420500,1/3/2017 6:30,CST,74000,1.3,89,13
5420500,1/3/2017 6:45,CST,73750,1.3,89,12.9
5420500,1/3/2017 7:00,CST,74000,1.3,89,12.9
5420500,1/3/2017 7:15,CST,73650,1.3,89,12.9
5420500,1/3/2017 7:30,CST,74000,1.3,89,13
5420500,1/3/2017 7:45,CST,73500,1.3,89,12.9
5420500,1/3/2017 8:00,CST,73800,1.3,89,12.9
5420500,1/3/2017 8:15,CST,73900,1.3,89,12.9
5420500,1/3/2017 8:30,CST,73500,1.3,89,12.9
5420500,1/3/2017 8:45,CST,73550,1.3,89,12.9
5420500,1/3/2017 9:00,CST,74300,1.3,89,12.9
5420500,1/3/2017 9:15,CST,73900,1.3,89,12.9
5420500,1/3/2017 9:30,CST,73500,1.3,89,12.9
5420500,1/3/2017 9:45,CST,73750,1.3,89,12.9
5420500,1/3/2017 10:00,CST,74000,1.3,89,12.9
5420500,1/3/2017 10:15,CST,74000,1.3,89,12.9
5420500,1/3/2017 10:30,CST,73800,1.3,89,12.9
5420500,1/3/2017 10:45,CST,73750,1.3,89,12.9
5420500,1/3/2017 11:00,CST,73700,1.3,89,12.9
5420500,1/3/2017 11:15,CST,73700,1.3,89,12.9
5420500,1/3/2017 11:30,CST,73400,1.3,89,12.9
5420500,1/3/2017 11:45,CST,73700,1.3,89,12.9
5420500,1/3/2017 12:00,CST,73200,1.4,89,12.9
5420500,1/3/2017 12:15,CST,73500,1.3,89,12.9
5420500,1/3/2017 12:30,CST,73500,1.4,89,12.9
5420500,1/3/2017 12:45,CST,73550,1.35,89,12.9
5420500,1/3/2017 13:00,CST,73500,1.4,89,12.9
5420500,1/3/2017 13:15,CST,73700,1.4,89,12.9
5420500,1/3/2017 13:30,CST,73200,1.4,89,12.9
5420500,1/3/2017 13:45,CST,73350,1.4,89,12.9
5420500,1/3/2017 14:00,CST,74000,1.4,89,12.9
5420500,1/3/2017 14:15,CST,73650,1.4,89,12.9
5420500,1/3/2017 14:30,CST,74000,1.4,89,12.9
5420500,1/3/2017 14:45,CST,73750,1.4,89,12.9
5420500,1/3/2017 15:00,CST,73800,1.4,89,13
5420500,1/3/2017 15:15,CST,74100,1.4,89,13
5420500,1/3/2017 15:30,CST,73800,1.4,89,13
5420500,1/3/2017 15:45,CST,74150,1.4,89,13
5420500,1/3/2017 16:00,CST,74000,1.4,89,13
5420500,1/3/2017 16:15,CST,73850,1.4,89,13
5420500,1/3/2017 16:30,CST,73700,1.4,89,13
5420500,1/3/2017 16:45,CST,73600,1.4,89,13
5420500,1/3/2017 17:00,CST,73700,1.4,89,13
5420500,1/3/2017 17:15,CST,73700,1.35,89,13
5420500,1/3/2017 17:30,CST,73700,1.3,89,13
5420500,1/3/2017 17:45,CST,73600,1.35,89,13
5420500,1/3/2017 18:00,CST,73800,1.3,89,13
5420500,1/3/2017 18:15,CST,73900,1.3,89,13
5420500,1/3/2017 18:30,CST,73500,1.3,89,13
5420500,1/3/2017 18:45,CST,73700,1.3,89,13
5420500,1/3/2017 19:00,CST,73700,1.3,89,13
5420500,1/3/2017 19:15,CST,74150,1.3,89,13
5420500,1/3/2017 19:30,CST,73700,1.3,89,13
5420500,1/3/2017 19:45,CST,74000,1.3,89,13
5420500,1/3/2017 20:00,CST,73700,1.3,89,13
5420500,1/3/2017 20:15,CST,73600,1.3,89,13
5420500,1/3/2017 20:30,CST,73700,1.3,89,13
5420500,1/3/2017 20:45,CST,74200,1.3,89,13
5420500,1/3/2017 21:00,CST,74000,1.3,89,13
5420500,1/3/2017 21:15,CST,73850,1.25,89,13
5420500,1/3/2017 21:30,CST,74400,1.2,89,13
5420500,1/3/2017 21:45,CST,74850,1.2,90,13.1
5420500,1/3/2017 22:00,CST,74400,1.2,90,13.1
5420500,1/3/2017 22:15,CST,74600,1.2,90,13.1
5420500,1/3/2017 22:30,CST,75000,1.2,90,13.1
5420500,1/3/2017 22:45,CST,75000,1.2,90,13.1
5420500,1/3/2017 23:00,CST,75300,1.2,90,13.1
5420500,1/3/2017 23:15,CST,76000,1.2,90,13.1
5420500,1/3/2017 23:30,CST,76100,1.2,90,13.1
5420500,1/3/2017 23:45,CST,76350,1.2,90,13.1
5420500,1/4/2017 0:00,CST,76500,1.2,90,13.1
5420500,1/4/2017 0:15,CST,76500,1.2,90,13.1
5420500,1/4/2017 0:30,CST,77100,1.2,90,13.1
5420500,1/4/2017 0:45,CST,77250,1.2,90,13.1
5420500,1/4/2017 1:00,CST,77700,1.2,90,13.1
5420500,1/4/2017 1:15,CST,77850,1.15,90,13.1
5420500,1/4/2017 1:30,CST,78300,1.1,90,13.2
5420500,1/4/2017 1:45,CST,78450,1.1,90,13.2
5420500,1/4/2017 2:00,CST,78400,1.1,90,13.2
5420500,1/4/2017 2:15,CST,78650,1.1,90,13.2
5420500,1/4/2017 2:30,CST,78900,1.1,90,13.2
5420500,1/4/2017 2:45,CST,79700,1.1,90,13.2
5420500,1/4/2017 3:00,CST,79900,1.1,90,13.2
5420500,1/4/2017 3:15,CST,79900,1.1,90,13.2
5420500,1/4/2017 3:30,CST,80100,1.1,90,13.2
5420500,1/4/2017 3:45,CST,80500,1.1,90,13.2
5420500,1/4/2017 4:00,CST,80200,1.1,90,13.2
5420500,1/4/2017 4:15,CST,80950,1.1,90,13.2
5420500,1/4/2017 4:30,CST,81600,1.1,90,13.2
5420500,1/4/2017 4:45,CST,81600,1.1,90,13.2
5420500,1/4/2017 5:00,CST,81400,1.1,90,13.2
5420500,1/4/2017 5:15,CST,82050,1.1,90,13.2
5420500,1/4/2017 5:30,CST,82200,1.1,90,13.2
5420500,1/4/2017 5:45,CST,82150,1.1,90,13.2
5420500,1/4/2017 6:00,CST,82000,1.1,90,13.2
5420500,1/4/2017 6:15,CST,82400,1.1,90,13.2
5420500,1/4/2017 6:30,CST,82800,1.1,90,13.2
5420500,1/4/2017 6:45,CST,82600,1.1,90,13.2
5420500,1/4/2017 7:00,CST,83100,1.1,90,13.2
5420500,1/4/2017 7:15,CST,83050,1.1,90,13.2
5420500,1/4/2017 7:30,CST,83000,1.1,90,13.2
5420500,1/4/2017 7:45,CST,83500,1.1,90,13.2
5420500,1/4/2017 8:00,CST,83200,1.1,90,13.2
5420500,1/4/2017 8:15,CST,83700,1.1,90,13.2
5420500,1/4/2017 8:30,CST,83300,1.1,90,13.2
5420500,1/4/2017 8:45,CST,84000,1.05,90,13.2
5420500,1/4/2017 9:00,CST,84200,1.1,90,13.2
5420500,1/4/2017 9:15,CST,84200,1.1,90,13.2
5420500,1/4/2017 9:30,CST,84000,1.1,90,13.2
5420500,1/4/2017 9:45,CST,84350,1.1,90,13.2
5420500,1/4/2017 10:00,CST,84800,1.1,91,13.2
5420500,1/4/2017 10:15,CST,84300,1.1,91,13.2
5420500,1/4/2017 10:30,CST,84600,1.1,91,13.2
5420500,1/4/2017 10:45,CST,84300,1.1,91,13.2
5420500,1/4/2017 11:00,CST,84300,1.1,91,13.2
5420500,1/4/2017 11:15,CST,84050,1.1,91,13.2
5420500,1/4/2017 11:30,CST,84400,1.1,91,13.2
5420500,1/4/2017 11:45,CST,84400,1.1,91,13.2
5420500,1/4/2017 12:00,CST,84100,1.1,91,13.2
5420500,1/4/2017 12:15,CST,84000,1.1,91,13.2
5420500,1/4/2017 12:30,CST,83900,1.2,91,13.2
5420500,1/4/2017 12:45,CST,83800,1.2,91,13.2
5420500,1/4/2017 13:00,CST,83400,1.2,91,13.2
5420500,1/4/2017 13:15,CST,83650,1.2,91,13.2
5420500,1/4/2017 13:30,CST,82600,1.2,91,13.2
5420500,1/4/2017 13:45,CST,82650,1.2,91,13.3
5420500,1/4/2017 14:00,CST,82100,1.2,92,13.3
5420500,1/4/2017 14:15,CST,81850,1.2,92,13.3
5420500,1/4/2017 14:30,CST,81300,1.2,92,13.3
5420500,1/4/2017 14:45,CST,81150,1.2,92,13.3
5420500,1/4/2017 15:00,CST,80500,1.2,92,13.3
5420500,1/4/2017 15:15,CST,80200,1.2,92,13.3
5420500,1/4/2017 15:30,CST,80200,1.2,92,13.3
5420500,1/4/2017 15:45,CST,79950,1.2,92,13.3
5420500,1/4/2017 16:00,CST,79400,1.2,92,13.3
5420500,1/4/2017 16:15,CST,79550,1.2,92,13.3
5420500,1/4/2017 16:30,CST,79200,1.2,92,13.3
5420500,1/4/2017 16:45,CST,78800,1.2,92,13.3
5420500,1/4/2017 17:00,CST,79000,1.2,92,13.3
5420500,1/4/2017 17:15,CST,78850,1.2,92,13.3
5420500,1/4/2017 17:30,CST,79000,1.2,92,13.3
5420500,1/4/2017 17:45,CST,78200,1.2,92,13.3
5420500,1/4/2017 18:00,CST,78800,1.2,92,13.3
5420500,1/4/2017 18:15,CST,78250,1.2,92,13.3
5420500,1/4/2017 18:30,CST,78600,1.2,92,13.3
5420500,1/4/2017 18:45,CST,78400,1.15,92,13.3
5420500,1/4/2017 19:00,CST,78400,1.1,92,13.3
5420500,1/4/2017 19:15,CST,78500,1.1,92,13.3
5420500,1/4/2017 19:30,CST,78700,1.1,92,13.4
5420500,1/4/2017 19:45,CST,78600,1.1,92,13.4
5420500,1/4/2017 20:00,CST,78500,1.1,92,13.4
5420500,1/4/2017 20:15,CST,79200,1.1,92,13.4
5420500,1/4/2017 20:30,CST,79100,1.1,92,13.4
5420500,1/4/2017 20:45,CST,79200,1.1,92,13.4
5420500,1/4/2017 21:00,CST,79500,1.1,92,13.4
5420500,1/4/2017 21:15,CST,79300,1.1,92,13.4
5420500,1/4/2017 21:30,CST,79000,1.1,92,13.4
5420500,1/4/2017 21:45,CST,79450,1.1,92,13.4
5420500,1/4/2017 22:00,CST,79900,1.1,92,13.4
5420500,1/4/2017 22:15,CST,79850,1.1,92,13.4
5420500,1/4/2017 22:30,CST,80300,1.1,92,13.4
5420500,1/4/2017 22:45,CST,80200,1.1,92,13.4
5420500,1/4/2017 23:00,CST,80400,1.1,92,13.4
5420500,1/4/2017 23:15,CST,80400,1.1,92,13.4
5420500,1/4/2017 23:30,CST,80200,1.1,92,13.4
5420500,1/4/2017 23:45,CST,81050,1.1,92,13.4
5420500,1/5/2017 0:00,CST,80800,1.1,92,13.5
5420500,1/5/2017 0:15,CST,81200,1.1,92,13.5
5420500,1/5/2017 0:30,CST,81700,1.1,92,13.5
5420500,1/5/2017 0:45,CST,81800,1.1,92,13.5
5420500,1/5/2017 1:00,CST,81600,1.1,92,13.5
5420500,1/5/2017 1:15,CST,82250,1.1,92,13.5
5420500,1/5/2017 1:30,CST,82200,1.1,92,13.5
5420500,1/5/2017 1:45,CST,82350,1.1,92,13.5
5420500,1/5/2017 2:00,CST,82800,1.1,92,13.5
5420500,1/5/2017 2:15,CST,83100,1.1,92,13.5
5420500,1/5/2017 2:30,CST,83400,1,92,13.5
5420500,1/5/2017 2:45,CST,83200,1.05,92,13.5
5420500,1/5/2017 3:00,CST,83700,1,92,13.5
5420500,1/5/2017 3:15,CST,84100,1,92,13.5
5420500,1/5/2017 3:30,CST,84400,1,92,13.5
5420500,1/5/2017 3:45,CST,84150,1,92,13.5
5420500,1/5/2017 4:00,CST,84400,1,92,13.5
5420500,1/5/2017 4:15,CST,84800,1,92,13.5
5420500,1/5/2017 4:30,CST,85000,1,92,13.5
5420500,1/5/2017 4:45,CST,84800,1.05,92,13.5
5420500,1/5/2017 5:00,CST,85100,1,92,13.5
5420500,1/5/2017 5:15,CST,84900,1,92,13.5
5420500,1/5/2017 5:30,CST,85400,1,92,13.5
5420500,1/5/2017 5:45,CST,84900,1,92,13.5
5420500,1/5/2017 6:00,CST,84600,1,92,13.4
5420500,1/5/2017 6:15,CST,85100,1,92,13.4
5420500,1/5/2017 6:30,CST,85200,1,92,13.4
5420500,1/5/2017 6:45,CST,85100,1,92,13.4
5420500,1/5/2017 7:00,CST,85500,1,92,13.4
5420500,1/5/2017 7:15,CST,85000,1,92,13.4
5420500,1/5/2017 7:30,CST,85000,1,92,13.4
5420500,1/5/2017 7:45,CST,85000,1,92,13.4
5420500,1/5/2017 8:00,CST,85400,1,92,13.4
5420500,1/5/2017 8:15,CST,85100,1,92,13.4
5420500,1/5/2017 8:30,CST,84800,1,92,13.4
5420500,1/5/2017 8:45,CST,84800,1,92,13.4
5420500,1/5/2017 9:00,CST,84900,1,92,13.4
5420500,1/5/2017 9:15,CST,84650,1,92,13.4
5420500,1/5/2017 9:30,CST,85100,1,92,13.4
5420500,1/5/2017 9:45,CST,84750,1,92,13.4
5420500,1/5/2017 10:00,CST,84600,1,92,13.4
5420500,1/5/2017 10:15,CST,84750,1,92,13.4
5420500,1/5/2017 10:30,CST,84700,1,92,13.4
5420500,1/5/2017 10:45,CST,84550,1,92,13.4
5420500,1/5/2017 11:00,CST,84400,1,92,13.4
5420500,1/5/2017 11:15,CST,84300,1,92,13.4
5420500,1/5/2017 11:30,CST,84200,1,92,13.4
5420500,1/5/2017 11:45,CST,84250,1,92,13.4
5420500,1/5/2017 12:00,CST,83700,1.1,92,13.4
5420500,1/5/2017 12:15,CST,83850,1,92,13.4
5420500,1/5/2017 12:30,CST,83200,1.1,92,13.4
5420500,1/5/2017 12:45,CST,83600,1.1,92,13.4
5420500,1/5/2017 13:00,CST,83800,1.1,92,13.4
5420500,1/5/2017 13:15,CST,83200,1.1,92,13.4
5420500,1/5/2017 13:30,CST,83300,1.1,92,13.4
5420500,1/5/2017 13:45,CST,82800,1.1,92,13.4
5420500,1/5/2017 14:00,CST,82700,1.1,92,13.4
5420500,1/5/2017 14:15,CST,82700,1.1,92,13.4
5420500,1/5/2017 14:30,CST,82900,1.1,93,13.5
5420500,1/5/2017 14:45,CST,82450,1.1,93,13.5
5420500,1/5/2017 15:00,CST,82600,1.1,93,13.5
5420500,1/5/2017 15:15,CST,82300,1.1,93,13.5
5420500,1/5/2017 15:30,CST,82300,1.1,93,13.5
5420500,1/5/2017 15:45,CST,81700,1.1,93,13.5
5420500,1/5/2017 16:00,CST,81700,1.1,93,13.5
5420500,1/5/2017 16:15,CST,81550,1.1,93,13.5
5420500,1/5/2017 16:30,CST,81700,1.1,93,13.5
5420500,1/5/2017 16:45,CST,81250,1.1,93,13.5
5420500,1/5/2017 17:00,CST,81900,1.1,93,13.5
5420500,1/5/2017 17:15,CST,81600,1.1,93,13.5
5420500,1/5/2017 17:30,CST,81600,1.1,93,13.5
5420500,1/5/2017 17:45,CST,81300,1.1,93,13.5
5420500,1/5/2017 18:00,CST,81800,1.1,93,13.5
5420500,1/5/2017 18:15,CST,81300,1.1,93,13.5
5420500,1/5/2017 18:30,CST,81800,1.1,93,13.5
5420500,1/5/2017 18:45,CST,81650,1.05,93,13.5
5420500,1/5/2017 19:00,CST,81500,1,93,13.5
5420500,1/5/2017 19:15,CST,81600,1,93,13.5
5420500,1/5/2017 19:30,CST,81600,1,93,13.5
5420500,1/5/2017 19:45,CST,81450,1,93,13.5
